refDes,week,delivered_bytes,delivered_human
CE04OSPS-SF01B-3A-FLORTD104,2026-07-06,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-07-13,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-07-20,38168165,36.4 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-04-13,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-04-20,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-04-27,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-05-04,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-05-11,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-05-18,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-05-25,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-06-01,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-06-08,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-06-15,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-06-22,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-06-29,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-07-06,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-07-13,176160768,168 MiB
CE04OSPS-SF01B-3B-OPTAAD105,2026-07-20,176160768,168 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-04-13,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-04-20,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-04-27,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-05-04,73190604,69.8 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-05-11,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-05-18,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-05-25,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-06-01,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-06-08,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-06-15,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-06-22,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-06-29,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-07-06,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-07-13,73400320,70 MiB
CE04OSPS-SF01B-3C-PARADA102,2026-07-20,73400320,70 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-13,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-20,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-27,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-04,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-11,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-18,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-25,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-01,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-08,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-15,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-22,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-29,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-06,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-13,183500800,175 MiB
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-20,183500800,175 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-13,42257609,40.3 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-20,41313892,39.4 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-27,40684747,38.8 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-04,40055602,38.2 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-11,39426454,37.6 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-18,38902164,37.1 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-25,38482736,36.7 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-01,37643875,35.9 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-08,37643875,35.9 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-15,36805017,35.1 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-22,36280728,34.6 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-29,35966154,34.3 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-06,35756438,34.1 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-13,35232149,33.6 MiB
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-20,35022434,33.4 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-04-13,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-04-20,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-04-27,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-05-04,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-05-11,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-05-18,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-05-25,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-06-01,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-06-08,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-06-15,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-06-22,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-06-29,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-07-06,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-07-13,35232148,33.6 MiB
CE04OSPS-SF01B-4B-VELPTD106,2026-07-20,35232148,33.6 MiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-13,33379,32.6 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-20,33072,32.3 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-27,33276,32.5 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-04,32766,32 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-11,33073,32.3 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-18,32868,32.1 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-25,33174,32.4 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-01,33174,32.4 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-08,33175,32.4 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-15,32969,32.2 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-22,33174,32.4 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-29,33276,32.5 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-06,33276,32.5 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-13,33174,32.4 KiB
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-20,33174,32.4 KiB
RS01SBPS-PC01A-05-ADCPTD102,2026-04-13,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-04-20,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-04-27,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-05-04,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-05-11,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-05-18,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-05-25,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-06-01,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-06-08,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-06-15,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-06-22,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-06-29,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-07-06,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-07-13,660602880,630 MiB
RS01SBPS-PC01A-05-ADCPTD102,2026-07-20,660602880,630 MiB
RS01SBPS-PC01A-06-VADCPB101,2026-04-13,2187329536,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-04-20,2185232384,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-04-27,2187329536,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-05-04,2187329536,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-05-11,2186280960,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-05-18,2187329536,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-05-25,2183135232,2.03 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-06-01,2179989504,2.03 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-06-08,2177892352,2.03 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-06-15,2179989504,2.03 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-06-22,2216689664,2.06 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-06-29,2194669568,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-07-06,2192572416,2.04 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-07-13,2218786816,2.07 GiB
RS01SBPS-PC01A-06-VADCPB101,2026-07-20,2205155328,2.05 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-04-13,15929966592,14.84 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-04-20,10437525504,9.72 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-04-27,22199507353,20.67 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-05-04,22153265152,20.63 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-05-11,22225616896,20.7 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-05-18,22201499648,20.68 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-05-25,22226665472,20.7 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-06-01,22135439360,20.62 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-06-08,22205693952,20.68 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-06-15,22201499648,20.68 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-06-22,22196256768,20.67 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-06-29,22229811200,20.7 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-07-06,22312648704,20.78 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-07-13,22450012160,20.91 GiB
RS01SBPS-PC01A-07-CAMDSC102,2026-07-20,22530752512,20.98 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-04-13,60537553561,56.38 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-04-20,52379005546,48.78 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-04-27,80420745995,74.9 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-05-04,71858074346,66.92 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-05-11,43234256457,40.27 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-05-18,77942367830,72.59 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-05-25,77264452744,71.96 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-06-01,82961445602,77.26 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-06-08,78859730866,73.44 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-06-15,51598642380,48.05 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-06-22,15775196724,14.69 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-06-29,35213069516,32.79 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-07-06,48352624640,45.03 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-07-13,41926262784,39.05 GiB
RS01SBPS-PC01A-08-HYDBBA103,2026-07-20,60839218377,56.66 GiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-13,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-20,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-27,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-04,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-11,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-18,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-25,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-01,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-08,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-15,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-22,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-29,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-06,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-13,32296138,30.8 MiB
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-20,32296138,30.8 MiB
RS01SBPS-PC01A-4B-PHSENA102,2026-04-13,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-04-20,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-04-27,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-05-04,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-05-11,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-05-18,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-05-25,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-06-01,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-06-08,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-06-15,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-06-22,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-06-29,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-07-06,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-07-13,186368,182 KiB
RS01SBPS-PC01A-4B-PHSENA102,2026-07-20,186368,182 KiB
RS01SBPS-PC01A-4C-FLORDD103,2026-04-13,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-04-20,37643875,35.9 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-04-27,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-05-04,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-05-11,37853591,36.1 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-05-18,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-05-25,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-06-01,37853591,36.1 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-06-08,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-06-15,37853591,36.1 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-06-22,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-06-29,38063307,36.3 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-07-06,38063307,36.3 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-07-13,38168165,36.4 MiB
RS01SBPS-PC01A-4C-FLORDD103,2026-07-20,37853591,36.1 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-13,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-20,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-27,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-04,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-11,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-18,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-25,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-01,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-08,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-15,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-22,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-29,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-06,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-13,26424111,25.2 MiB
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-20,22463075,21.42 MiB
RS01SBPS-SF01A-2D-PHSENA101,2026-04-13,222208,217 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-04-20,222208,217 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-04-27,222208,217 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-05-04,221184,216 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-05-11,220160,215 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-05-18,220160,215 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-05-25,220160,215 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-06-01,216064,211 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-06-08,222208,217 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-06-15,220160,215 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-06-22,223232,218 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-06-29,222208,217 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-07-06,221184,216 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-07-13,208896,204 KiB
RS01SBPS-SF01A-2D-PHSENA101,2026-07-20,187392,183 KiB
RS01SBPS-SF01A-3A-FLORTD101,2026-04-13,38168165,36.4 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-04-20,37643875,35.9 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-04-27,38063307,36.3 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-05-04,38168165,36.4 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-05-11,37748733,36 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-05-18,37748733,36 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-05-25,37539017,35.8 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-06-01,37434159,35.7 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-06-08,37434159,35.7 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-06-15,37434159,35.7 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-06-22,37853591,36.1 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-06-29,37434159,35.7 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-07-06,37539017,35.8 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-07-13,38168165,36.4 MiB
RS01SBPS-SF01A-3A-FLORTD101,2026-07-20,32115095,30.63 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-04-13,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-04-20,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-04-27,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-05-04,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-05-11,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-05-18,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-05-25,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-06-01,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-06-08,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-06-15,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-06-22,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-06-29,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-07-06,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-07-13,183500800,175 MiB
RS01SBPS-SF01A-3B-OPTAAD101,2026-07-20,157286400,150 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-04-13,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-04-20,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-04-27,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-05-04,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-05-11,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-05-18,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-05-25,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-06-01,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-06-08,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-06-15,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-06-22,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-06-29,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-07-06,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-07-13,73400320,70 MiB
RS01SBPS-SF01A-3C-PARADA101,2026-07-20,62390272,59.5 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-04-13,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-04-20,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-04-27,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-05-04,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-05-11,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-05-18,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-05-25,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-06-01,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-06-08,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-06-15,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-06-22,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-06-29,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-07-06,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-07-13,183500800,175 MiB
RS01SBPS-SF01A-3D-SPKIRA101,2026-07-20,156237842,149 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-04-13,31771848,30.3 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-04-20,31876706,30.4 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-04-27,32400996,30.9 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-05-04,31666990,30.2 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-05-11,31771848,30.3 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-05-18,31666990,30.2 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-05-25,31876706,30.4 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-06-01,31352418,29.9 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-06-08,32086422,30.6 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-06-15,31771848,30.3 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-06-22,32925284,31.4 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-06-29,32296138,30.8 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-07-06,32610712,31.1 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-07-13,29569839,28.2 MiB
RS01SBPS-SF01A-4A-NUTNRA101,2026-07-20,28101834,26.8 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-04-13,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-04-20,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-04-27,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-05-04,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-05-11,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-05-18,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-05-25,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-06-01,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-06-08,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-06-15,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-06-22,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-06-29,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-07-06,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-07-13,35232148,33.6 MiB
RS01SBPS-SF01A-4B-VELPTD102,2026-07-20,29912060,28.53 MiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-04-13,33072,32.3 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-04-20,32970,32.2 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-04-27,33175,32.4 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-05-04,32766,32 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-05-11,32868,32.1 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-05-18,32969,32.2 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-05-25,32766,32 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-06-01,32458,31.7 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-06-08,32868,32.1 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-06-15,32970,32.2 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-06-22,33277,32.5 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-06-29,33174,32.4 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-07-06,33072,32.3 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-07-13,31126,30.4 KiB
RS01SBPS-SF01A-4F-PCO2WA101,2026-07-20,27952,27.3 KiB
RS01SLBS-LJ01A-05-HPIESA101,2026-04-13,44040192,42 MiB
RS01SLBS-LJ01A-05-HPIESA101,2026-04-20,44040192,42 MiB
RS01SLBS-LJ01A-05-HPIESA101,2026-04-27,44040192,42 MiB
RS01SLBS-LJ01A-05-HPIESA101,2026-05-04,44040192,42 MiB
