refDes,week,delivered_human,c1_expected_human,pct_technical,c3_expected_human,pct_retention,pct_science,pct_climatology
CE02SHBP-LJ01D-05-ADCPTB104,2026-06-15,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-06-22,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-06-29,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-07-06,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-07-13,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-07-20,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-07-27,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
CE02SHBP-LJ01D-05-ADCPTB104,2026-08-03,644 MiB,644 MiB,100.0,644 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-05-11,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-05-18,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-05-25,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-06-01,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-06-08,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-06-15,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-06-22,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-06-29,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-07-06,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-07-13,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-07-20,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-07-27,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SBPS-PC01A-05-ADCPTD102,2026-08-03,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-05-11,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-05-18,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-05-25,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-06-01,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-06-08,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-06-15,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-06-22,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-06-29,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-07-06,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-07-13,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-07-20,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-07-27,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXPS-PC03A-05-ADCPTD302,2026-08-03,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS01SLBS-LJ01A-10-ADCPTE101,2026-05-11,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-05-18,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-05-25,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-06-01,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-06-08,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-06-15,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-06-22,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-06-29,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-07-06,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-07-13,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-07-20,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-07-27,0 bytes,0 bytes,,630 MiB,0.0,,
RS01SLBS-LJ01A-10-ADCPTE101,2026-08-03,0 bytes,0 bytes,,630 MiB,0.0,,
RS03AXBS-LJ03A-10-ADCPTE303,2026-05-11,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-05-18,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-05-25,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-01,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-08,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-15,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-22,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-29,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-06,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-13,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-20,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-27,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-03,630 MiB,630 MiB,100.0,630 MiB,100.0,100.0,
RS03CCAL-MJ03F-05-BOTPTA301,2026-05-11,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-05-18,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-05-25,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-06-01,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-06-08,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-06-15,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-06-22,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-06-29,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-07-06,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-07-13,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-07-20,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-07-27,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03CCAL-MJ03F-05-BOTPTA301,2026-08-03,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-05-11,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-05-18,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-05-25,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-06-01,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-06-08,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-06-15,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-06-22,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-06-29,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-07-06,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-07-13,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-07-20,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-07-27,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03ECAL-MJ03E-06-BOTPTA302,2026-08-03,714 MiB,714 MiB,100.0,714 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-05-11,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-05-18,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-05-25,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-06-01,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-06-08,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-06-15,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-06-22,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-06-29,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-07-06,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-07-13,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-07-20,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-07-27,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03INT2-MJ03D-06-BOTPTA303,2026-08-03,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-05-11,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-05-18,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-05-25,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-06-01,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-06-08,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-06-15,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-06-22,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-06-29,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-07-06,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-07-13,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-07-20,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-07-27,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS03ASHS-MJ03B-09-BOTPTA304,2026-08-03,112 MiB,112 MiB,100.0,112 MiB,100.0,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-05-11,7.26 GiB,13.9 GiB,52.2,13.9 GiB,52.2,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-05-18,7.26 GiB,13.9 GiB,52.3,13.9 GiB,52.3,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-05-25,7.3 GiB,13.9 GiB,52.5,13.9 GiB,52.5,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-06-01,7.29 GiB,13.9 GiB,52.5,13.9 GiB,52.5,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-06-08,7.31 GiB,13.9 GiB,52.6,13.9 GiB,52.6,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-06-15,7.38 GiB,13.9 GiB,53.1,13.9 GiB,53.1,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-06-22,7.5 GiB,13.9 GiB,54.0,13.9 GiB,54.0,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-06-29,7.52 GiB,13.9 GiB,54.1,13.9 GiB,54.1,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-07-06,7.52 GiB,13.9 GiB,54.1,13.9 GiB,54.1,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-07-13,7.47 GiB,13.9 GiB,53.7,13.9 GiB,53.7,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-07-20,7.53 GiB,13.9 GiB,54.2,13.9 GiB,54.2,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-07-27,7.48 GiB,13.9 GiB,53.8,13.9 GiB,53.8,,
RS01SUM2-MJ01B-05-CAMDSB103,2026-08-03,7.64 GiB,13.9 GiB,55.0,13.9 GiB,55.0,,
CE04OSBP-LV01C-06-CAMDSB106,2026-05-11,9.27 GiB,16.98 GiB,54.6,16.98 GiB,54.6,,
CE04OSBP-LV01C-06-CAMDSB106,2026-05-18,9.24 GiB,16.98 GiB,54.4,16.98 GiB,54.4,,
CE04OSBP-LV01C-06-CAMDSB106,2026-05-25,9.32 GiB,16.98 GiB,54.9,16.98 GiB,54.9,,
CE04OSBP-LV01C-06-CAMDSB106,2026-06-01,9.2 GiB,16.98 GiB,54.2,16.98 GiB,54.2,,
CE04OSBP-LV01C-06-CAMDSB106,2026-06-08,9.12 GiB,16.98 GiB,53.7,16.98 GiB,53.7,,
CE04OSBP-LV01C-06-CAMDSB106,2026-06-15,9.14 GiB,16.98 GiB,53.8,16.98 GiB,53.8,,
CE04OSBP-LV01C-06-CAMDSB106,2026-06-22,9.11 GiB,16.98 GiB,53.7,16.98 GiB,53.7,,
CE04OSBP-LV01C-06-CAMDSB106,2026-06-29,9.14 GiB,16.98 GiB,53.8,16.98 GiB,53.8,,
CE04OSBP-LV01C-06-CAMDSB106,2026-07-06,9.2 GiB,16.98 GiB,54.2,16.98 GiB,54.2,,
CE04OSBP-LV01C-06-CAMDSB106,2026-07-13,9.21 GiB,16.98 GiB,54.2,16.98 GiB,54.2,,
CE04OSBP-LV01C-06-CAMDSB106,2026-07-20,9.15 GiB,16.98 GiB,53.9,16.98 GiB,53.9,,
CE04OSBP-LV01C-06-CAMDSB106,2026-07-27,9.17 GiB,16.98 GiB,54.0,16.98 GiB,54.0,,
CE04OSBP-LV01C-06-CAMDSB106,2026-08-03,9.17 GiB,16.98 GiB,54.0,16.98 GiB,54.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-05-11,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-05-18,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-05-25,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-06-01,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-06-08,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-06-15,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-06-22,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-06-29,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-07-06,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-07-13,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-07-20,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-07-27,0 bytes,0 bytes,,17.91 GiB,0.0,,
CE02SHBP-MJ01C-08-CAMDSB107,2026-08-03,0 bytes,0 bytes,,17.91 GiB,0.0,,
RS03INT1-MJ03C-05-CAMDSB303,2026-05-11,7.22 GiB,5.85 GiB,123.5,5.85 GiB,123.5,,
RS03INT1-MJ03C-05-CAMDSB303,2026-05-18,7.14 GiB,5.85 GiB,122.0,5.85 GiB,122.0,,
RS03INT1-MJ03C-05-CAMDSB303,2026-05-25,7.13 GiB,5.85 GiB,121.9,5.85 GiB,121.9,,
RS03INT1-MJ03C-05-CAMDSB303,2026-06-01,7.04 GiB,5.85 GiB,120.4,5.85 GiB,120.4,,
RS03INT1-MJ03C-05-CAMDSB303,2026-06-08,7 GiB,5.85 GiB,119.6,5.85 GiB,119.6,,
RS03INT1-MJ03C-05-CAMDSB303,2026-06-15,6.99 GiB,5.85 GiB,119.4,5.85 GiB,119.4,,
RS03INT1-MJ03C-05-CAMDSB303,2026-06-22,7 GiB,5.85 GiB,119.6,5.85 GiB,119.6,,
RS03INT1-MJ03C-05-CAMDSB303,2026-06-29,7 GiB,5.85 GiB,119.6,5.85 GiB,119.6,,
RS03INT1-MJ03C-05-CAMDSB303,2026-07-06,7.07 GiB,5.85 GiB,120.8,5.85 GiB,120.8,,
RS03INT1-MJ03C-05-CAMDSB303,2026-07-13,7.15 GiB,5.85 GiB,122.2,5.85 GiB,122.2,,
RS03INT1-MJ03C-05-CAMDSB303,2026-07-20,7.14 GiB,5.85 GiB,122.1,5.85 GiB,122.1,,
RS03INT1-MJ03C-05-CAMDSB303,2026-07-27,7.18 GiB,5.85 GiB,122.7,5.85 GiB,122.7,,
RS03INT1-MJ03C-05-CAMDSB303,2026-08-03,7.39 GiB,5.85 GiB,126.3,5.85 GiB,126.3,,
RS01SBPS-PC01A-07-CAMDSC102,2026-05-11,20.7 GiB,13.29 GiB,155.8,13.29 GiB,155.8,,
RS01SBPS-PC01A-07-CAMDSC102,2026-05-18,20.68 GiB,13.29 GiB,155.6,13.29 GiB,155.6,,
RS01SBPS-PC01A-07-CAMDSC102,2026-05-25,20.7 GiB,13.29 GiB,155.8,13.29 GiB,155.8,,
RS01SBPS-PC01A-07-CAMDSC102,2026-06-01,20.62 GiB,13.29 GiB,155.1,13.29 GiB,155.1,,
RS01SBPS-PC01A-07-CAMDSC102,2026-06-08,20.68 GiB,13.29 GiB,155.6,13.29 GiB,155.6,,
RS01SBPS-PC01A-07-CAMDSC102,2026-06-15,20.68 GiB,13.29 GiB,155.6,13.29 GiB,155.6,,
RS01SBPS-PC01A-07-CAMDSC102,2026-06-22,20.67 GiB,13.29 GiB,155.5,13.29 GiB,155.5,,
RS01SBPS-PC01A-07-CAMDSC102,2026-06-29,20.7 GiB,13.29 GiB,155.8,13.29 GiB,155.8,,
RS01SBPS-PC01A-07-CAMDSC102,2026-07-06,20.78 GiB,13.29 GiB,156.4,13.29 GiB,156.4,,
RS01SBPS-PC01A-07-CAMDSC102,2026-07-13,20.91 GiB,13.29 GiB,157.3,13.29 GiB,157.3,,
RS01SBPS-PC01A-07-CAMDSC102,2026-07-20,20.98 GiB,13.29 GiB,157.9,13.29 GiB,157.9,,
RS01SBPS-PC01A-07-CAMDSC102,2026-07-27,21.2 GiB,13.29 GiB,159.5,13.29 GiB,159.5,,
RS01SBPS-PC01A-07-CAMDSC102,2026-08-03,14.3 GiB,13.29 GiB,107.6,13.29 GiB,107.6,,
RS03AXPS-PC03A-07-CAMDSC302,2026-05-11,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-05-18,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-05-25,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-06-01,21.63 GiB,14.79 GiB,146.3,14.79 GiB,146.3,,
RS03AXPS-PC03A-07-CAMDSC302,2026-06-08,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-06-15,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-06-22,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-06-29,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-07-06,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-07-13,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-07-20,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-07-27,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03AXPS-PC03A-07-CAMDSC302,2026-08-03,21.66 GiB,14.79 GiB,146.4,14.79 GiB,146.4,,
RS03ASHS-PN03B-06-CAMHDA301,2026-05-11,837.53 GiB,831.3 GiB,100.7,4.89 TiB,16.7,,
RS03ASHS-PN03B-06-CAMHDA301,2026-05-18,847.51 GiB,831.3 GiB,102.0,4.89 TiB,16.9,,
RS03ASHS-PN03B-06-CAMHDA301,2026-05-25,857.52 GiB,831.3 GiB,103.2,4.89 TiB,17.1,,
RS03ASHS-PN03B-06-CAMHDA301,2026-06-01,844.52 GiB,831.3 GiB,101.6,4.89 TiB,16.9,,
RS03ASHS-PN03B-06-CAMHDA301,2026-06-08,838.52 GiB,831.3 GiB,100.9,4.89 TiB,16.7,,
